"DateTime","IAQ Index
室內空氣指數","PM1超細懸浮微粒","PM2.5細懸浮微粒","PM10懸浮顆粒","CO2二氧化碳","CH2O甲醛","TVOC揮發物質","TEMP溫度","HUMD濕度","Fungi黴菌指數"
,"","μg/m³","μg/m³","μg/m³","ppm","ppm","ppm","℃","%",""
"2022/12/13 00:00","27.00","2.00","3.00","6.00","437.00","0.011","0.043","19.21","78.45","0.00"
"2022/12/13 00:01","27.00","2.00","3.00","4.00","433.00","0.011","0.036","19.23","78.42","0.00"
"2022/12/13 00:02","26.00","2.00","3.00","5.00","431.00","0.011","0.035","19.21","78.33","0.00"
"2022/12/13 00:03","27.00","2.00","3.00","8.00","433.00","0.011","0.040","19.21","78.37","0.00"
"2022/12/13 00:04","27.00","2.00","3.00","6.00","432.00","0.011","0.043","19.24","78.35","0.00"
"2022/12/13 00:05","26.00","2.00","3.00","6.00","430.00","0.011","0.040","19.20","78.40","0.00"
"2022/12/13 00:06","26.00","2.00","3.00","6.00","430.00","0.011","0.044","19.23","78.39","0.00"
"2022/12/13 00:07","26.00","2.00","3.00","7.00","430.00","0.011","0.044","19.21","78.36","0.00"
"2022/12/13 00:08","26.00","1.00","3.00","6.00","428.00","0.011","0.044","19.20","78.37","0.00"
"2022/12/13 00:09","26.00","3.00","3.00","6.00","429.00","0.011","0.041","19.21","78.40","0.00"
"2022/12/13 00:10","26.00","3.00","3.00","7.00","427.00","0.011","0.038","19.21","78.41","0.00"
"2022/12/13 00:11","26.00","2.00","3.00","6.00","427.00","0.011","0.041","19.20","78.37","0.00"
"2022/12/13 00:12","26.00","3.00","3.00","6.00","427.00","0.011","0.042","19.21","78.42","0.00"
"2022/12/13 00:13","26.00","2.00","3.00","6.00","430.00","0.011","0.041","19.20","78.42","0.00"
"2022/12/13 00:14","26.00","2.00","3.00","8.00","429.00","0.011","0.042","19.20","78.37","0.00"
"2022/12/13 00:15","26.00","2.00","3.00","6.00","426.00","0.011","0.038","19.17","78.40","0.00"
"2022/12/13 00:16","26.00","2.00","3.00","5.00","426.00","0.011","0.038","19.16","78.42","0.00"
"2022/12/13 00:17","26.00","2.00","3.00","7.00","427.00","0.011","0.039","19.16","78.42","0.00"
"2022/12/13 00:18","26.00","3.00","3.00","8.00","425.00","0.011","0.039","19.16","78.47","0.00"
"2022/12/13 00:19","26.00","2.00","3.00","8.00","424.00","0.011","0.037","19.19","78.43","0.00"
"2022/12/13 00:20","26.00","2.00","3.00","7.00","425.00","0.011","0.039","19.14","78.38","0.00"
"2022/12/13 00:21","26.00","3.00","3.00","7.00","426.00","0.011","0.037","19.14","78.48","0.00"
"2022/12/13 00:22","26.00","2.00","3.00","6.00","425.00","0.011","0.039","19.10","78.50","0.00"
"2022/12/13 00:23","26.00","2.00","3.00","6.00","425.00","0.011","0.038","19.14","78.50","0.00"
"2022/12/13 00:24","26.00","2.00","3.00","7.00","422.00","0.010","0.034","19.13","78.52","0.00"
"2022/12/13 00:25","26.00","2.00","3.00","8.00","423.00","0.010","0.032","19.10","78.59","0.00"
"2022/12/13 00:26","26.00","3.00","3.00","7.00","423.00","0.011","0.032","19.12","78.58","0.00"
"2022/12/13 00:27","26.00","3.00","3.00","7.00","424.00","0.011","0.035","19.12","78.58","0.00"
"2022/12/13 00:28","26.00","3.00","3.00","7.00","423.00","0.010","0.035","19.10","78.55","0.00"
"2022/12/13 00:29","26.00","3.00","3.00","7.00","423.00","0.010","0.032","19.12","78.54","0.00"
"2022/12/13 00:30","26.00","2.00","3.00","7.00","422.00","0.010","0.032","19.09","78.59","0.00"
"2022/12/13 00:31","26.00","3.00","3.00","7.00","422.00","0.010","0.034","19.10","78.64","0.00"
"2022/12/13 00:32","26.00","2.00","3.00","5.00","421.00","0.011","0.033","19.06","78.56","0.00"
"2022/12/13 00:33","26.00","2.00","3.00","7.00","421.00","0.010","0.033","19.03","78.55","0.00"
"2022/12/13 00:34","26.00","3.00","3.00","7.00","419.00","0.010","0.029","19.06","78.61","0.00"
"2022/12/13 00:35","26.00","2.00","3.00","6.00","422.00","0.010","0.032","19.04","78.69","0.00"
"2022/12/13 00:36","26.00","3.00","3.00","6.00","424.00","0.010","0.033","19.03","78.70","0.00"
"2022/12/13 00:37","26.00","3.00","3.00","6.00","421.00","0.010","0.033","19.04","78.74","0.00"
"2022/12/13 00:38","26.00","2.00","3.00","5.00","423.00","0.010","0.028","19.04","78.74","0.00"
"2022/12/13 00:39","26.00","2.00","3.00","8.00","422.00","0.008","0.033","19.04","78.69","0.00"
"2022/12/13 00:40","26.00","2.00","3.00","7.00","420.00","0.010","0.032","19.06","78.73","0.00"
"2022/12/13 00:41","26.00","3.00","3.00","7.00","419.00","0.008","0.027","19.06","78.73","0.00"
"2022/12/13 00:42","26.00","2.00","3.00","6.00","418.00","0.010","0.029","19.04","78.70","0.00"
"2022/12/13 00:43","26.00","2.00","3.00","5.00","419.00","0.008","0.029","19.02","78.72","0.00"
"2022/12/13 00:44","26.00","3.00","3.00","5.00","421.00","0.010","0.029","19.03","78.76","0.00"
"2022/12/13 00:45","26.00","4.00","4.00","7.00","421.00","0.008","0.028","19.02","78.76","0.00"
"2022/12/13 00:46","26.00","3.00","4.00","7.00","421.00","0.008","0.028","19.03","78.70","0.00"
"2022/12/13 00:47","26.00","2.00","4.00","6.00","420.00","0.010","0.026","19.00","78.75","0.00"
"2022/12/13 00:48","26.00","2.00","4.00","5.00","423.00","0.008","0.025","19.00","78.79","0.00"
"2022/12/13 00:49","26.00","3.00","4.00","6.00","422.00","0.008","0.032","19.03","78.76","0.00"
"2022/12/13 00:50","26.00","3.00","4.00","6.00","422.00","0.008","0.025","19.03","78.77","0.00"
"2022/12/13 00:51","26.00","3.00","4.00","7.00","423.00","0.010","0.029","19.03","78.81","0.00"
"2022/12/13 00:52","26.00","3.00","4.00","7.00","421.00","0.010","0.028","19.03","78.78","0.00"
"2022/12/13 00:53","26.00","2.00","4.00","7.00","422.00","0.010","0.030","19.02","78.83","0.00"
"2022/12/13 00:54","26.00","3.00","4.00","7.00","426.00","0.010","0.030","19.03","78.86","0.00"
"2022/12/13 00:55","26.00","3.00","4.00","7.00","427.00","0.010","0.028","19.09","78.81","0.00"
"2022/12/13 00:56","26.00","3.00","4.00","8.00","428.00","0.010","0.026","19.06","78.84","0.00"
"2022/12/13 00:57","26.00","2.00","4.00","8.00","427.00","0.010","0.030","19.06","78.74","0.00"
"2022/12/13 00:58","26.00","2.00","4.00","7.00","427.00","0.010","0.029","19.04","78.78","0.00"
"2022/12/13 00:59","26.00","3.00","4.00","7.00","421.00","0.010","0.027","19.04","78.77","0.00"
"2022/12/13 01:00","26.00","2.00","4.00","5.00","419.00","0.010","0.026","19.04","78.79","0.00"
"2022/12/13 01:01","26.00","2.00","4.00","5.00","417.00","0.010","0.029","19.00","78.81","0.00"
"2022/12/13 01:02","26.00","2.00","4.00","5.00","418.00","0.010","0.030","19.00","78.84","0.00"
"2022/12/13 01:03","26.00","2.00","4.00","5.00","419.00","0.010","0.029","19.03","78.79","0.00"
