"DateTime","IAQ Index
室內空氣指數","PM1超細懸浮微粒","PM2.5細懸浮微粒","PM10懸浮顆粒","CO2二氧化碳","CH2O甲醛","TVOC揮發物質","TEMP溫度","HUMD濕度","Fungi黴菌指數"
,"","μg/m³","μg/m³","μg/m³","ppm","ppm","ppm","℃","%",""
"2023/03/10 00:00","27.00","4.00","5.00","9.00","437.00","0.013","0.101","21.06","58.42","63.56"
"2023/03/10 00:01","27.00","3.00","5.00","8.00","437.00","0.013","0.103","21.05","58.39","65.03"
"2023/03/10 00:02","27.00","4.00","5.00","7.00","437.00","0.013","0.104","21.05","58.39","64.12"
"2023/03/10 00:03","27.00","4.00","5.00","7.00","438.00","0.013","0.102","21.08","58.45","63.78"
"2023/03/10 00:04","27.00","4.00","5.00","7.00","438.00","0.013","0.103","21.06","58.38","63.54"
"2023/03/10 00:05","27.00","5.00","5.00","8.00","438.00","0.013","0.097","21.08","58.41","64.35"
"2023/03/10 00:06","27.00","4.00","5.00","8.00","438.00","0.013","0.101","21.08","58.36","64.95"
"2023/03/10 00:07","27.00","4.00","5.00","7.00","440.00","0.013","0.101","21.08","58.34","65.33"
"2023/03/10 00:08","27.00","5.00","5.00","8.00","439.00","0.013","0.097","21.04","58.34","65.12"
"2023/03/10 00:09","27.00","4.00","5.00","7.00","438.00","0.013","0.100","21.06","58.30","65.52"
"2023/03/10 00:10","27.00","5.00","5.00","7.00","438.00","0.013","0.102","21.05","58.34","64.25"
"2023/03/10 00:11","27.00","3.00","5.00","7.00","438.00","0.014","0.098","21.06","58.36","63.89"
"2023/03/10 00:12","27.00","5.00","5.00","7.00","437.00","0.013","0.097","21.02","58.32","63.51"
"2023/03/10 00:13","27.00","5.00","5.00","7.00","437.00","0.014","0.101","21.02","58.39","63.18"
"2023/03/10 00:14","27.00","4.00","5.00","8.00","438.00","0.014","0.099","21.04","58.32","63.54"
"2023/03/10 00:15","27.00","5.00","5.00","8.00","439.00","0.013","0.103","21.02","58.31","64.50"
"2023/03/10 00:16","27.00","5.00","5.00","8.00","440.00","0.014","0.101","21.02","58.33","65.07"
"2023/03/10 00:17","27.00","4.00","5.00","8.00","438.00","0.014","0.100","20.98","58.36","65.53"
"2023/03/10 00:18","27.00","5.00","5.00","7.00","433.00","0.014","0.097","21.00","58.36","65.19"
"2023/03/10 00:19","26.00","5.00","5.00","8.00","431.00","0.013","0.098","21.00","58.29","64.73"
"2023/03/10 00:20","27.00","4.00","5.00","9.00","434.00","0.014","0.094","20.98","58.39","65.49"
"2023/03/10 00:21","27.00","3.00","5.00","6.00","437.00","0.014","0.101","21.00","58.37","64.45"
"2023/03/10 00:22","27.00","4.00","5.00","7.00","436.00","0.014","0.099","20.97","58.39","63.18"
"2023/03/10 00:23","27.00","4.00","5.00","7.00","437.00","0.014","0.103","21.00","58.41","62.73"
"2023/03/10 00:24","27.00","4.00","5.00","7.00","437.00","0.014","0.107","21.00","58.35","62.31"
"2023/03/10 00:25","27.00","4.00","5.00","7.00","439.00","0.014","0.097","21.00","58.35","62.01"
"2023/03/10 00:26","27.00","5.00","5.00","7.00","440.00","0.013","0.099","21.00","58.22","60.64"
"2023/03/10 00:27","27.00","5.00","5.00","7.00","441.00","0.013","0.106","21.01","58.33","60.50"
"2023/03/10 00:28","27.00","4.00","5.00","7.00","440.00","0.014","0.104","20.98","58.27","60.34"
"2023/03/10 00:29","27.00","4.00","5.00","7.00","440.00","0.013","0.107","20.98","58.28","60.16"
"2023/03/10 00:30","27.00","5.00","5.00","8.00","439.00","0.014","0.108","20.94","58.36","60.11"
"2023/03/10 00:31","27.00","4.00","5.00","8.00","441.00","0.014","0.101","20.97","58.40","60.92"
"2023/03/10 00:32","27.00","5.00","5.00","9.00","439.00","0.013","0.107","20.95","58.34","61.86"
"2023/03/10 00:33","27.00","4.00","5.00","7.00","441.00","0.013","0.108","20.97","58.32","61.83"
"2023/03/10 00:34","27.00","4.00","5.00","7.00","441.00","0.014","0.107","20.92","58.33","61.48"
"2023/03/10 00:35","27.00","5.00","5.00","8.00","441.00","0.013","0.102","20.95","58.30","61.52"
"2023/03/10 00:36","27.00","4.00","5.00","7.00","439.00","0.013","0.107","20.95","58.31","61.81"
"2023/03/10 00:37","27.00","4.00","5.00","7.00","438.00","0.014","0.105","20.92","58.37","61.34"
"2023/03/10 00:38","27.00","4.00","5.00","6.00","437.00","0.014","0.106","20.92","58.38","60.59"
"2023/03/10 00:39","27.00","4.00","5.00","6.00","435.00","0.014","0.104","20.92","58.33","59.10"
"2023/03/10 00:40","27.00","5.00","5.00","6.00","438.00","0.013","0.103","20.91","58.27","57.82"
"2023/03/10 00:41","27.00","4.00","5.00","7.00","439.00","0.013","0.105","20.91","58.27","57.66"
"2023/03/10 00:42","27.00","4.00","5.00","7.00","438.00","0.014","0.104","20.88","58.36","57.45"
"2023/03/10 00:43","27.00","4.00","5.00","8.00","438.00","0.014","0.105","20.88","58.32","58.22"
"2023/03/10 00:44","27.00","3.00","5.00","7.00","436.00","0.013","0.103","20.91","58.30","58.63"
"2023/03/10 00:45","27.00","5.00","5.00","9.00","437.00","0.013","0.103","20.89","58.24","58.63"
"2023/03/10 00:46","27.00","4.00","5.00","7.00","440.00","0.014","0.102","20.91","58.29","60.14"
"2023/03/10 00:47","27.00","4.00","5.00","7.00","439.00","0.013","0.104","20.88","58.36","59.69"
"2023/03/10 00:48","27.00","4.00","5.00","7.00","440.00","0.014","0.105","20.88","58.36","59.28"
"2023/03/10 00:49","27.00","4.00","5.00","7.00","441.00","0.014","0.107","20.89","58.42","58.94"
"2023/03/10 00:50","27.00","4.00","5.00","7.00","439.00","0.014","0.105","20.88","58.41","58.60"
"2023/03/10 00:51","27.00","5.00","5.00","7.00","436.00","0.013","0.102","20.89","58.38","58.65"
"2023/03/10 00:52","27.00","4.00","5.00","7.00","439.00","0.014","0.106","20.86","58.41","58.24"
