"DateTime","IAQ Index
室內空氣指數","PM1超細懸浮微粒","PM2.5細懸浮微粒","PM10懸浮顆粒","CO2二氧化碳","CH2O甲醛","TVOC揮發物質","TEMP溫度","HUMD濕度","Fungi黴菌指數"
,"","μg/m³","μg/m³","μg/m³","ppm","ppm","ppm","℃","%",""
"2022/08/21 00:00","26.00","2.00","2.00","2.00","421.00","0.016","0.031","31.50","71.60","320.96"
"2022/08/21 00:01","26.00","2.00","2.00","2.00","418.00","0.015","0.031","31.50","71.61","320.89"
"2022/08/21 00:02","26.00","2.00","2.00","2.00","418.00","0.015","0.027","31.52","71.59","320.80"
"2022/08/21 00:03","26.00","3.00","2.00","2.00","418.00","0.015","0.030","31.52","71.59","320.72"
"2022/08/21 00:04","26.00","2.00","2.00","2.00","420.00","0.016","0.028","31.53","71.57","320.69"
"2022/08/21 00:05","26.00","3.00","2.00","2.00","420.00","0.015","0.027","31.52","71.61","320.71"
"2022/08/21 00:06","26.00","2.00","2.00","2.00","420.00","0.015","0.026","31.52","71.65","320.69"
"2022/08/21 00:07","26.00","1.00","2.00","2.00","417.00","0.016","0.030","31.52","71.65","320.63"
"2022/08/21 00:08","26.00","2.00","2.00","2.00","420.00","0.016","0.029","31.52","71.61","320.58"
"2022/08/21 00:09","26.00","2.00","2.00","2.00","418.00","0.016","0.030","31.50","71.71","320.48"
"2022/08/21 00:10","26.00","2.00","2.00","2.00","419.00","0.016","0.025","31.50","71.73","320.37"
"2022/08/21 00:11","26.00","2.00","2.00","2.00","421.00","0.015","0.028","31.49","71.75","320.23"
"2022/08/21 00:12","26.00","2.00","2.00","2.00","420.00","0.015","0.025","31.54","71.79","320.21"
"2022/08/21 00:13","26.00","2.00","2.00","2.00","419.00","0.015","0.027","31.53","71.75","320.11"
"2022/08/21 00:14","26.00","2.00","2.00","2.00","418.00","0.016","0.026","31.52","71.78","320.05"
"2022/08/21 00:15","26.00","2.00","2.00","2.00","421.00","0.016","0.025","31.49","71.78","319.97"
"2022/08/21 00:16","26.00","3.00","2.00","2.00","421.00","0.016","0.029","31.50","71.84","319.91"
"2022/08/21 00:17","26.00","2.00","2.00","2.00","420.00","0.016","0.027","31.49","71.82","319.84"
"2022/08/21 00:18","26.00","2.00","2.00","2.00","417.00","0.016","0.028","31.49","71.79","319.71"
"2022/08/21 00:19","26.00","2.00","2.00","2.00","420.00","0.016","0.030","31.47","71.79","319.57"
"2022/08/21 00:20","26.00","3.00","2.00","2.00","421.00","0.016","0.028","31.49","71.88","319.46"
"2022/08/21 00:21","26.00","2.00","2.00","2.00","419.00","0.016","0.027","31.49","71.94","319.36"
"2022/08/21 00:22","26.00","2.00","2.00","2.00","419.00","0.016","0.029","31.46","72.01","319.20"
"2022/08/21 00:23","26.00","2.00","2.00","2.00","422.00","0.016","0.024","31.46","71.91","319.16"
"2022/08/21 00:24","26.00","3.00","2.00","2.00","425.00","0.015","0.027","31.50","71.95","319.19"
"2022/08/21 00:25","26.00","2.00","2.00","2.00","424.00","0.015","0.029","31.47","71.97","319.23"
"2022/08/21 00:26","26.00","2.00","2.00","2.00","423.00","0.015","0.026","31.46","72.03","319.18"
"2022/08/21 00:27","26.00","3.00","2.00","2.00","425.00","0.016","0.028","31.47","72.01","319.21"
"2022/08/21 00:28","26.00","2.00","2.00","2.00","425.00","0.016","0.031","31.49","72.02","319.26"
"2022/08/21 00:29","26.00","3.00","2.00","2.00","427.00","0.016","0.026","31.46","72.04","319.31"
"2022/08/21 00:30","26.00","3.00","2.00","2.00","430.00","0.016","0.024","31.46","72.07","319.40"
"2022/08/21 00:31","26.00","2.00","2.00","2.00","429.00","0.016","0.029","31.43","72.06","319.47"
"2022/08/21 00:32","26.00","2.00","2.00","2.00","429.00","0.016","0.028","31.45","72.08","319.52"
"2022/08/21 00:33","26.00","2.00","2.00","2.00","426.00","0.015","0.026","31.46","72.17","319.49"
"2022/08/21 00:34","26.00","2.00","2.00","2.00","422.00","0.016","0.025","31.45","72.22","319.35"
"2022/08/21 00:35","26.00","2.00","2.00","2.00","420.00","0.016","0.025","31.42","72.26","319.08"
"2022/08/21 00:36","26.00","2.00","2.00","2.00","421.00","0.016","0.024","31.43","72.25","318.79"
"2022/08/21 00:37","26.00","2.00","2.00","2.00","421.00","0.016","0.024","31.47","72.26","318.61"
"2022/08/21 00:38","26.00","3.00","2.00","2.00","421.00","0.015","0.026","31.45","72.27","318.44"
"2022/08/21 00:39","26.00","2.00","2.00","2.00","420.00","0.016","0.028","31.46","72.28","318.34"
"2022/08/21 00:40","26.00","3.00","2.00","2.00","420.00","0.016","0.024","31.46","72.27","318.11"
"2022/08/21 00:41","26.00","2.00","2.00","2.00","420.00","0.016","0.027","31.45","72.31","317.90"
"2022/08/21 00:42","26.00","2.00","2.00","2.00","421.00","0.015","0.024","31.43","72.34","317.72"
"2022/08/21 00:43","26.00","2.00","2.00","2.00","419.00","0.015","0.023","31.46","72.36","317.57"
"2022/08/21 00:44","26.00","2.00","2.00","2.00","421.00","0.016","0.029","31.45","72.37","317.42"
"2022/08/21 00:45","26.00","2.00","2.00","2.00","420.00","0.015","0.028","31.46","72.37","317.34"
"2022/08/21 00:46","26.00","2.00","2.00","2.00","420.00","0.016","0.026","31.43","72.32","317.24"
"2022/08/21 00:47","26.00","2.00","2.00","2.00","421.00","0.016","0.026","31.46","72.35","317.11"
"2022/08/21 00:48","26.00","2.00","2.00","2.00","424.00","0.016","0.029","31.43","72.42","317.05"
"2022/08/21 00:49","26.00","3.00","2.00","2.00","421.00","0.016","0.026","31.43","72.44","316.97"
"2022/08/21 00:50","26.00","2.00","2.00","2.00","420.00","0.015","0.025","31.43","72.45","316.84"
"2022/08/21 00:51","26.00","2.00","2.00","2.00","421.00","0.015","0.025","31.45","72.45","316.74"
"2022/08/21 00:52","26.00","3.00","2.00","2.00","419.00","0.015","0.025","31.43","72.42","316.59"
"2022/08/21 00:53","26.00","3.00","2.00","2.00","418.00","0.016","0.026","31.43","72.52","316.42"
