"DateTime","IAQ Index
室內空氣指數","PM1超細懸浮微粒","PM2.5細懸浮微粒","PM10懸浮顆粒","CO2二氧化碳","CH2O甲醛","TVOC揮發物質","TEMP溫度","HUMD濕度","Fungi黴菌指數"
,"","μg/m³","μg/m³","μg/m³","ppm","ppm","ppm","℃","%",""
"2022/01/23 11:01","60.00","11.00","19.00","23.00","765.00","0.023","0.020","15.33","100.00","31.25"
"2022/01/23 11:02","40.00","8.00","12.00","13.00","646.00","0.023","0.020","15.45","100.00","14.42"
"2022/01/23 11:03","40.00","10.00","12.00","13.00","575.00","0.024","0.020","15.52","100.00","9.33"
"2022/01/23 11:04","40.00","9.00","12.00","13.00","534.00","0.024","0.020","15.61","100.00","6.90"
"2022/01/23 11:05","36.00","8.00","11.00","13.00","517.00","0.024","0.020","15.76","100.00","5.47"
"2022/01/23 11:06","36.00","8.00","11.00","11.00","520.00","0.023","0.032","15.88","100.00","4.53"
"2022/01/23 11:07","36.00","8.00","11.00","11.00","524.00","0.024","0.044","15.98","100.00","3.97"
"2022/01/23 11:08","36.00","9.00","11.00","11.00","527.00","0.023","0.056","16.15","100.00","3.45"
"2022/01/23 11:09","36.00","7.00","11.00","11.00","528.00","0.023","0.068","16.28","100.00","3.05"
"2022/01/23 11:10","36.00","8.00","11.00","11.00","534.00","0.023","0.074","16.45","100.00","2.74"
"2022/01/23 11:11","36.00","9.00","11.00","11.00","532.00","0.023","0.083","16.60","100.00","2.48"
"2022/01/23 11:12","36.00","9.00","11.00","12.00","529.00","0.023","0.089","16.73","100.00","2.24"
"2022/01/23 11:13","36.00","9.00","11.00","11.00","523.00","0.022","0.098","16.86","100.00","2.03"
"2022/01/23 11:14","36.00","9.00","11.00","11.00","525.00","0.022","0.105","17.00","100.00","1.87"
"2022/01/23 11:15","36.00","9.00","11.00","11.00","530.00","0.021","0.109","17.10","100.00","1.69"
"2022/01/23 11:16","36.00","10.00","11.00","12.00","532.00","0.022","0.088","17.27","100.00","1.53"
"2022/01/23 11:17","36.00","9.00","11.00","11.00","531.00","0.021","0.088","17.37","100.00","1.39"
"2022/01/23 11:18","36.00","8.00","11.00","11.00","535.00","0.021","0.094","17.51","100.00","1.26"
"2022/01/23 11:19","36.00","9.00","11.00","12.00","537.00","0.021","0.099","17.62","100.00","1.14"
"2022/01/23 11:20","36.00","10.00","11.00","12.00","539.00","0.021","0.102","17.69","100.00","1.05"
"2022/01/23 11:21","36.00","10.00","11.00","13.00","536.00","0.021","0.102","17.79","100.00","0.95"
"2022/01/23 11:22","36.00","8.00","11.00","12.00","532.00","0.021","0.110","17.90","100.00","0.86"
"2022/01/23 11:23","36.00","8.00","11.00","12.00","536.00","0.021","0.110","18.00","100.00","0.78"
"2022/01/23 11:24","36.00","9.00","11.00","12.00","531.00","0.021","0.106","18.10","100.00","0.70"
"2022/01/23 11:25","36.00","9.00","11.00","12.00","528.00","0.021","0.106","18.20","100.00","0.64"
"2022/01/23 11:26","36.00","10.00","11.00","13.00","529.00","0.022","0.110","18.27","100.00","0.59"
"2022/01/23 11:27","36.00","8.00","11.00","12.00","533.00","0.022","0.118","18.35","100.00","0.53"
"2022/01/23 11:28","36.00","10.00","11.00","12.00","535.00","0.021","0.114","18.44","100.00","0.48"
"2022/01/23 11:29","36.00","10.00","11.00","13.00","540.00","0.022","0.116","18.52","100.00","0.44"
"2022/01/23 11:30","36.00","10.00","11.00","13.00","543.00","0.021","0.122","18.58","100.00","0.40"
"2022/01/23 11:31","36.00","10.00","11.00","12.00","544.00","0.021","0.122","18.65","100.00","0.36"
"2022/01/23 11:32","36.00","9.00","11.00","12.00","549.00","0.021","0.126","18.72","100.00","0.32"
"2022/01/23 11:33","36.00","11.00","11.00","12.00","556.00","0.021","0.123","18.79","100.00","0.30"
"2022/01/23 11:34","36.00","10.00","11.00","13.00","552.00","0.021","0.120","18.85","100.00","0.27"
"2022/01/23 11:35","36.00","9.00","11.00","13.00","550.00","0.021","0.126","18.92","100.00","0.24"
"2022/01/23 11:36","36.00","10.00","11.00","12.00","549.00","0.021","0.128","18.99","100.00","0.22"
"2022/01/23 11:37","36.00","11.00","11.00","13.00","546.00","0.021","0.122","19.06","100.00","0.20"
"2022/01/23 11:38","36.00","9.00","11.00","13.00","546.00","0.021","0.118","19.13","100.00","0.18"
"2022/01/23 11:39","36.00","10.00","11.00","14.00","548.00","0.021","0.124","19.19","100.00","0.17"
"2022/01/23 11:40","36.00","10.00","11.00","14.00","550.00","0.021","0.127","19.21","100.00","0.15"
"2022/01/23 11:41","36.00","11.00","11.00","14.00","549.00","0.021","0.122","19.27","100.00","0.16"
"2022/01/23 11:42","36.00","10.00","11.00","15.00","547.00","0.021","0.126","19.29","100.00","1.82"
"2022/01/23 11:43","36.00","11.00","11.00","13.00","547.00","0.021","0.122","19.31","100.00","1.65"
"2022/01/23 11:44","43.00","12.00","13.00","14.00","539.00","0.021","0.125","19.36","100.00","1.59"
"2022/01/23 11:45","43.00","10.00","13.00","14.00","535.00","0.021","0.128","19.41","100.00","1.51"
"2022/01/23 11:46","43.00","11.00","13.00","14.00","537.00","0.022","0.128","19.41","100.00","1.48"
"2022/01/23 11:47","43.00","10.00","13.00","15.00","539.00","0.021","0.127","19.44","100.00","2.42"
"2022/01/23 11:48","43.00","12.00","13.00","14.00","545.00","0.021","0.128","19.47","100.00","2.71"
"2022/01/23 11:49","43.00","9.00","13.00","14.00","554.00","0.021","0.138","19.50","100.00","3.29"
"2022/01/23 11:50","43.00","10.00","13.00","14.00","559.00","0.023","0.131","19.58","100.00","4.13"
"2022/01/23 11:51","43.00","11.00","13.00","15.00","557.00","0.023","0.136","19.60","100.00","5.41"
"2022/01/23 11:52","43.00","10.00","13.00","14.00","559.00","0.023","0.140","19.64","100.00","7.13"
"2022/01/23 11:53","43.00","11.00","13.00","15.00","562.00","0.023","0.141","19.62","100.00","8.90"
"2022/01/23 11:54","40.00","11.00","12.00","14.00","564.00","0.023","0.146","19.64","100.00","10.53"
"2022/01/23 11:55","40.00","11.00","12.00","15.00","562.00","0.023","0.142","19.69","100.00","11.10"
