"DateTime","IAQ Index
室內空氣指數","PM1超細懸浮微粒","PM2.5細懸浮微粒","PM10懸浮顆粒","CO2二氧化碳","CH2O甲醛","TVOC揮發物質","TEMP溫度","HUMD濕度","Fungi黴菌指數"
,"","μg/m³","μg/m³","μg/m³","ppm","ppm","ppm","℃","%",""
"2022/05/17 00:00","26.00","1.00","1.00","1.00","417.00","0.009","0.023","19.79","84.79","0.00"
"2022/05/17 00:01","26.00","1.00","1.00","1.00","418.00","0.008","0.020","19.81","84.76","0.00"
"2022/05/17 00:02","25.00","1.00","1.00","1.00","415.00","0.009","0.020","19.82","84.78","0.00"
"2022/05/17 00:03","25.00","1.00","1.00","1.00","413.00","0.010","0.020","19.79","84.80","0.00"
"2022/05/17 00:04","25.00","1.00","1.00","1.00","414.00","0.009","0.020","19.79","84.76","0.00"
"2022/05/17 00:05","26.00","1.00","1.00","1.00","416.00","0.009","0.020","19.82","84.77","0.00"
"2022/05/17 00:06","26.00","2.00","1.00","1.00","417.00","0.008","0.020","19.81","84.77","0.00"
"2022/05/17 00:07","26.00","1.00","1.00","1.00","418.00","0.009","0.022","19.82","84.76","0.00"
"2022/05/17 00:08","26.00","1.00","1.00","1.00","417.00","0.009","0.021","19.85","84.79","0.00"
"2022/05/17 00:09","26.00","1.00","1.00","1.00","416.00","0.010","0.020","19.84","84.76","0.00"
"2022/05/17 00:10","26.00","1.00","1.00","1.00","420.00","0.009","0.020","19.87","84.76","0.00"
"2022/05/17 00:11","26.00","1.00","1.00","1.00","419.00","0.009","0.021","19.85","84.74","0.00"
"2022/05/17 00:12","26.00","1.00","1.00","1.00","418.00","0.009","0.020","19.84","84.75","0.00"
"2022/05/17 00:13","26.00","1.00","1.00","1.00","417.00","0.010","0.020","19.87","84.82","0.00"
"2022/05/17 00:14","25.00","1.00","1.00","1.00","415.00","0.009","0.020","19.85","84.78","0.00"
"2022/05/17 00:15","26.00","1.00","1.00","1.00","416.00","0.009","0.020","19.87","84.79","0.00"
"2022/05/17 00:16","26.00","1.00","1.00","1.00","416.00","0.009","0.020","19.85","84.71","0.00"
"2022/05/17 00:17","26.00","1.00","1.00","1.00","417.00","0.009","0.020","19.87","84.75","0.00"
"2022/05/17 00:18","26.00","1.00","1.00","1.00","416.00","0.009","0.020","19.88","84.76","0.00"
"2022/05/17 00:19","26.00","1.00","1.00","1.00","417.00","0.009","0.023","19.88","84.75","0.00"
"2022/05/17 00:20","26.00","1.00","1.00","1.00","416.00","0.010","0.020","19.87","84.73","0.00"
"2022/05/17 00:21","25.00","1.00","1.00","1.00","412.00","0.010","0.020","19.87","84.77","0.00"
"2022/05/17 00:22","25.00","1.00","1.00","1.00","411.00","0.010","0.020","19.87","84.75","0.00"
"2022/05/17 00:23","25.00","2.00","1.00","1.00","413.00","0.009","0.020","19.82","84.78","0.00"
"2022/05/17 00:24","25.00","0.00","1.00","1.00","410.00","0.009","0.020","19.82","84.90","0.00"
"2022/05/17 00:25","25.00","1.00","1.00","1.00","410.00","0.010","0.020","19.84","84.88","0.00"
"2022/05/17 00:26","25.00","1.00","1.00","1.00","412.00","0.010","0.020","19.81","84.87","0.00"
"2022/05/17 00:27","25.00","1.00","1.00","1.00","413.00","0.010","0.020","19.79","84.96","0.00"
"2022/05/17 00:28","25.00","1.00","1.00","1.00","413.00","0.009","0.020","19.79","84.99","0.00"
"2022/05/17 00:29","25.00","1.00","1.00","1.00","413.00","0.009","0.020","19.79","85.07","0.00"
"2022/05/17 00:30","26.00","1.00","1.00","1.00","416.00","0.009","0.020","19.79","85.03","0.00"
