"DateTime","IAQ Index
室內空氣指數","PM1超細懸浮微粒","PM2.5細懸浮微粒","PM10懸浮顆粒","CO2二氧化碳","CH2O甲醛","TVOC揮發物質","TEMP溫度","HUMD濕度","Fungi黴菌指數"
,"","μg/m³","μg/m³","μg/m³","ppm","ppm","ppm","℃","%",""
"2022/09/09 00:00","46.00","12.00","14.00","15.00","476.00","0.040","0.235","27.83","63.24","374.18"
"2022/09/09 00:01","46.00","12.00","14.00","15.00","475.00","0.040","0.239","27.81","63.20","373.99"
"2022/09/09 00:02","46.00","13.00","14.00","15.00","474.00","0.040","0.232","27.81","63.19","373.79"
"2022/09/09 00:03","46.00","12.00","14.00","15.00","474.00","0.040","0.232","27.83","63.20","373.59"
"2022/09/09 00:04","46.00","13.00","14.00","15.00","472.00","0.040","0.237","27.83","63.20","373.41"
"2022/09/09 00:05","46.00","12.00","14.00","15.00","475.00","0.041","0.236","27.81","63.27","373.21"
"2022/09/09 00:06","46.00","13.00","14.00","15.00","476.00","0.040","0.237","27.81","63.23","373.14"
"2022/09/09 00:07","46.00","12.00","14.00","15.00","475.00","0.040","0.237","27.81","63.27","372.99"
"2022/09/09 00:08","46.00","12.00","14.00","15.00","475.00","0.040","0.234","27.80","63.32","372.82"
"2022/09/09 00:09","46.00","12.00","14.00","15.00","475.00","0.040","0.236","27.80","63.31","372.69"
"2022/09/09 00:10","46.00","11.00","14.00","15.00","476.00","0.040","0.238","27.84","63.29","372.67"
"2022/09/09 00:11","46.00","13.00","14.00","16.00","476.00","0.041","0.243","27.80","63.33","372.77"
"2022/09/09 00:12","46.00","12.00","14.00","15.00","475.00","0.041","0.236","27.80","63.33","372.77"
"2022/09/09 00:13","46.00","13.00","14.00","15.00","474.00","0.040","0.235","27.80","63.31","372.65"
"2022/09/09 00:14","46.00","11.00","14.00","15.00","474.00","0.040","0.236","27.80","63.31","372.53"
"2022/09/09 00:15","46.00","13.00","14.00","15.00","473.00","0.040","0.233","27.81","63.36","372.42"
"2022/09/09 00:16","46.00","12.00","14.00","15.00","473.00","0.040","0.235","27.83","63.35","372.32"
"2022/09/09 00:17","46.00","12.00","14.00","15.00","474.00","0.041","0.238","27.80","63.39","372.18"
"2022/09/09 00:18","46.00","12.00","14.00","15.00","473.00","0.040","0.239","27.80","63.39","372.03"
"2022/09/09 00:19","46.00","11.00","14.00","15.00","475.00","0.041","0.235","27.81","63.38","371.93"
"2022/09/09 00:20","46.00","13.00","14.00","15.00","473.00","0.040","0.234","27.83","63.40","371.84"
"2022/09/09 00:21","46.00","11.00","14.00","15.00","471.00","0.040","0.233","27.78","63.45","371.64"
"2022/09/09 00:22","46.00","10.00","14.00","15.00","470.00","0.040","0.233","27.78","63.47","371.47"
"2022/09/09 00:23","46.00","12.00","14.00","15.00","471.00","0.040","0.235","27.80","63.43","371.29"
"2022/09/09 00:24","46.00","10.00","14.00","14.00","470.00","0.041","0.234","27.78","63.48","370.93"
"2022/09/09 00:25","43.00","11.00","13.00","14.00","475.00","0.040","0.230","27.81","63.51","369.88"
"2022/09/09 00:26","43.00","12.00","13.00","16.00","476.00","0.040","0.231","27.81","63.51","369.83"
"2022/09/09 00:27","43.00","12.00","13.00","15.00","477.00","0.041","0.231","27.80","63.52","370.43"
"2022/09/09 00:28","43.00","11.00","13.00","15.00","478.00","0.040","0.235","27.78","63.50","370.51"
"2022/09/09 00:29","43.00","12.00","13.00","14.00","476.00","0.040","0.231","27.78","63.46","369.71"
"2022/09/09 00:30","43.00","11.00","13.00","15.00","476.00","0.041","0.235","27.80","63.58","369.98"
"2022/09/09 00:31","43.00","10.00","13.00","15.00","475.00","0.041","0.233","27.81","63.57","370.03"
"2022/09/09 00:32","43.00","12.00","13.00","14.00","474.00","0.040","0.233","27.77","63.57","369.01"
"2022/09/09 00:33","46.00","12.00","14.00","14.00","474.00","0.041","0.232","27.80","63.56","368.08"
"2022/09/09 00:34","46.00","13.00","14.00","15.00","472.00","0.040","0.235","27.78","63.60","367.56"
"2022/09/09 00:35","46.00","13.00","14.00","15.00","474.00","0.040","0.230","27.78","63.57","367.70"
"2022/09/09 00:36","46.00","11.00","14.00","15.00","476.00","0.041","0.231","27.80","63.63","367.96"
"2022/09/09 00:37","46.00","11.00","14.00","14.00","478.00","0.041","0.235","27.78","63.60","367.18"
"2022/09/09 00:38","46.00","12.00","14.00","16.00","475.00","0.040","0.232","27.77","63.62","367.82"
"2022/09/09 00:39","46.00","11.00","14.00","15.00","476.00","0.040","0.234","27.78","63.66","368.53"
"2022/09/09 00:40","46.00","12.00","14.00","15.00","479.00","0.041","0.227","27.80","63.66","368.74"
"2022/09/09 00:41","46.00","12.00","14.00","15.00","479.00","0.040","0.232","27.80","63.63","368.93"
"2022/09/09 00:42","46.00","12.00","14.00","15.00","479.00","0.041","0.228","27.77","63.70","369.14"
"2022/09/09 00:43","46.00","13.00","14.00","15.00","481.00","0.040","0.234","27.78","63.67","369.36"
"2022/09/09 00:44","46.00","12.00","14.00","15.00","476.00","0.041","0.231","27.77","63.78","369.45"
"2022/09/09 00:45","46.00","13.00","14.00","15.00","474.00","0.040","0.232","27.78","63.71","369.42"
"2022/09/09 00:46","46.00","12.00","14.00","15.00","475.00","0.040","0.228","27.74","63.72","369.39"
"2022/09/09 00:47","46.00","12.00","14.00","14.00","475.00","0.040","0.235","27.77","63.75","369.05"
"2022/09/09 00:48","46.00","14.00","14.00","15.00","474.00","0.040","0.228","27.78","63.79","368.58"
"2022/09/09 00:49","46.00","12.00","14.00","15.00","471.00","0.040","0.232","27.80","63.76","368.60"
"2022/09/09 00:50","46.00","12.00","14.00","14.00","469.00","0.040","0.230","27.76","63.80","367.97"
"2022/09/09 00:51","46.00","11.00","14.00","14.00","469.00","0.040","0.228","27.76","63.80","366.90"
"2022/09/09 00:52","46.00","11.00","14.00","14.00","471.00","0.040","0.230","27.74","63.83","365.97"
"2022/09/09 00:53","46.00","11.00","14.00","14.00","475.00","0.040","0.233","27.74","63.84","365.20"
"2022/09/09 00:54","46.00","13.00","14.00","14.00","475.00","0.040","0.229","27.76","63.89","364.63"
"2022/09/09 00:55","46.00","13.00","14.00","14.00","475.00","0.040","0.238","27.73","63.88","363.98"
"2022/09/09 00:56","46.00","13.00","14.00","14.00","475.00","0.040","0.233","27.77","63.91","363.41"
"2022/09/09 00:57","46.00","13.00","14.00","14.00","474.00","0.040","0.231","27.76","63.88","362.90"
"2022/09/09 00:58","46.00","11.00","14.00","14.00","474.00","0.040","0.231","27.74","63.94","362.41"
"2022/09/09 00:59","46.00","12.00","14.00","15.00","474.00","0.040","0.229","27.73","63.96","362.75"
"2022/09/09 01:00","46.00","12.00","14.00","15.00","475.00","0.040","0.236","27.74","63.97","363.15"
"2022/09/09 01:01","46.00","13.00","14.00","15.00","473.00","0.040","0.229","27.76","64.00","363.55"
"2022/09/09 01:02","46.00","13.00","14.00","16.00","472.00","0.040","0.230","27.74","64.01","364.60"
"2022/09/09 01:03","46.00","12.00","14.00","16.00","471.00","0.040","0.230","27.76","64.02","365.85"
"2022/09/09 01:04","46.00","12.00","14.00","16.00","470.00","0.040","0.232","27.74","63.98","366.92"
"2022/09/09 01:05","46.00","13.00","14.00","16.00","467.00","0.041","0.233","27.76","64.00","367.30"
"2022/09/09 01:06","46.00","11.00","14.00","16.00","466.00","0.040","0.230","27.77","64.00","367.99"
"2022/09/09 01:07","46.00","11.00","14.00","16.00","464.00","0.040","0.232","27.74","63.97","368.68"
"2022/09/09 01:08","46.00","12.00","14.00","16.00","465.00","0.041","0.234","27.76","64.05","369.27"
"2022/09/09 01:09","46.00","13.00","14.00","17.00","465.00","0.040","0.230","27.76","64.09","370.35"
"2022/09/09 01:10","43.00","12.00","13.00","14.00","467.00","0.040","0.230","27.74","64.11","368.97"
"2022/09/09 01:11","43.00","11.00","13.00","14.00","466.00","0.040","0.233","27.76","64.09","367.62"
"2022/09/09 01:12","43.00","11.00","13.00","15.00","467.00","0.040","0.235","27.77","64.08","366.91"
"2022/09/09 01:13","43.00","13.00","13.00","15.00","467.00","0.040","0.230","27.76","64.04","366.77"
"2022/09/09 01:14","43.00","11.00","13.00","14.00","467.00","0.041","0.231","27.77","64.12","366.48"
"2022/09/09 01:15","46.00","13.00","14.00","16.00","467.00","0.040","0.224","27.76","64.12","366.71"
"2022/09/09 01:16","46.00","12.00","14.00","16.00","468.00","0.040","0.232","27.74","64.09","367.61"
