"DateTime","IAQ Index
室內空氣指數","PM1超細懸浮微粒","PM2.5細懸浮微粒","PM10懸浮顆粒","CO2二氧化碳","CH2O甲醛","TVOC揮發物質","TEMP溫度","HUMD濕度","Fungi黴菌指數"
,"","μg/m³","μg/m³","μg/m³","ppm","ppm","ppm","℃","%",""
"2022/04/21 00:00","110.00","9.00","14.00","22.00","519.00","0.039","0.869","20.13","85.51","144.54"
"2022/04/21 00:01","109.00","9.00","14.00","24.00","520.00","0.040","0.843","20.15","85.56","145.38"
"2022/04/21 00:02","110.00","9.00","14.00","28.00","520.00","0.040","0.866","20.10","85.48","148.14"
"2022/04/21 00:03","111.00","11.00","15.00","24.00","519.00","0.040","0.878","20.12","85.54","151.05"
"2022/04/21 00:04","112.00","9.00","15.00","23.00","522.00","0.040","0.911","20.13","85.51","152.00"
"2022/04/21 00:05","113.00","11.00","15.00","28.00","521.00","0.039","0.940","20.15","85.51","154.76"
"2022/04/21 00:06","113.00","10.00","15.00","25.00","518.00","0.040","0.955","20.12","85.52","159.57"
"2022/04/21 00:07","114.00","11.00","16.00","28.00","516.00","0.040","0.970","20.13","85.51","162.09"
"2022/04/21 00:08","114.00","10.00","16.00","25.00","514.00","0.041","0.974","20.12","85.55","162.92"
"2022/04/21 00:09","114.00","10.00","16.00","27.00","516.00","0.041","0.968","20.10","85.49","164.71"
"2022/04/21 00:10","114.00","10.00","16.00","26.00","514.00","0.041","0.985","20.10","85.55","166.10"
"2022/04/21 00:11","116.00","10.00","16.00","25.00","517.00","0.042","1.030","20.10","85.57","167.72"
"2022/04/21 00:12","116.00","10.00","16.00","26.00","518.00","0.042","1.046","20.12","85.54","169.13"
"2022/04/21 00:13","117.00","10.00","16.00","27.00","518.00","0.041","1.073","20.10","85.50","172.06"
"2022/04/21 00:14","118.00","9.00","16.00","28.00","514.00","0.042","1.083","20.10","85.50","174.47"
"2022/04/21 00:15","117.00","11.00","16.00","27.00","514.00","0.042","1.069","20.12","85.58","175.78"
"2022/04/21 00:16","117.00","11.00","16.00","26.00","516.00","0.042","1.072","20.10","85.54","176.20"
