"DateTime","IAQ Index
室內空氣指數","PM1超細懸浮微粒","PM2.5細懸浮微粒","PM10懸浮顆粒","CO2二氧化碳","CH2O甲醛","TVOC揮發物質","TEMP溫度","HUMD濕度","Fungi黴菌指數"
,"","μg/m³","μg/m³","μg/m³","ppm","ppm","ppm","℃","%",""
"2023/03/04 00:00","26.00","3.00","3.00","4.00","423.00","0.012","0.092","19.14","63.90","0.00"
"2023/03/04 00:01","26.00","3.00","3.00","4.00","425.00","0.012","0.096","19.16","63.91","0.00"
"2023/03/04 00:02","26.00","2.00","3.00","4.00","426.00","0.012","0.092","19.17","63.86","0.00"
"2023/03/04 00:03","26.00","3.00","3.00","5.00","429.00","0.012","0.091","19.14","63.89","0.00"
"2023/03/04 00:04","26.00","3.00","3.00","5.00","431.00","0.012","0.096","19.14","63.90","0.00"
"2023/03/04 00:05","26.00","2.00","3.00","5.00","430.00","0.012","0.091","19.14","63.84","0.00"
"2023/03/04 00:06","26.00","2.00","3.00","4.00","430.00","0.012","0.091","19.16","63.86","0.00"
"2023/03/04 00:07","26.00","3.00","3.00","4.00","430.00","0.012","0.096","19.13","63.93","0.00"
"2023/03/04 00:08","27.00","3.00","3.00","5.00","432.00","0.012","0.093","19.16","63.99","0.00"
"2023/03/04 00:09","26.00","2.00","3.00","5.00","429.00","0.012","0.094","19.14","63.88","0.00"
"2023/03/04 00:10","26.00","2.00","3.00","5.00","429.00","0.012","0.095","19.12","63.94","0.00"
"2023/03/04 00:11","26.00","3.00","3.00","5.00","431.00","0.012","0.092","19.12","63.95","0.00"
"2023/03/04 00:12","26.00","2.00","3.00","3.00","429.00","0.012","0.092","19.10","63.97","0.00"
"2023/03/04 00:13","26.00","3.00","3.00","3.00","428.00","0.012","0.092","19.12","64.01","0.00"
"2023/03/04 00:14","26.00","2.00","3.00","3.00","427.00","0.012","0.090","19.10","63.98","0.00"
"2023/03/04 00:15","26.00","3.00","3.00","4.00","428.00","0.012","0.091","19.09","64.02","0.00"
"2023/03/04 00:16","26.00","2.00","3.00","5.00","427.00","0.012","0.089","19.09","64.02","0.00"
"2023/03/04 00:17","26.00","2.00","3.00","4.00","427.00","0.012","0.088","19.06","64.00","0.00"
"2023/03/04 00:18","26.00","3.00","3.00","3.00","429.00","0.012","0.088","19.09","64.07","0.00"
"2023/03/04 00:19","26.00","3.00","3.00","4.00","429.00","0.012","0.090","19.07","64.13","0.00"
"2023/03/04 00:20","26.00","2.00","3.00","4.00","429.00","0.012","0.090","19.06","64.13","0.00"
"2023/03/04 00:21","26.00","1.00","3.00","4.00","431.00","0.012","0.091","19.04","64.19","0.00"
"2023/03/04 00:22","27.00","2.00","3.00","4.00","432.00","0.012","0.091","19.04","64.19","0.00"
"2023/03/04 00:23","26.00","2.00","3.00","4.00","430.00","0.012","0.091","19.06","64.24","0.00"
"2023/03/04 00:24","26.00","3.00","3.00","4.00","427.00","0.012","0.089","19.04","64.18","0.00"
"2023/03/04 00:25","26.00","2.00","3.00","4.00","427.00","0.012","0.087","19.02","64.25","0.00"
"2023/03/04 00:26","26.00","2.00","3.00","4.00","427.00","0.012","0.093","19.03","64.22","0.00"
"2023/03/04 00:27","26.00","3.00","3.00","4.00","428.00","0.012","0.090","19.03","64.30","0.00"
"2023/03/04 00:28","26.00","1.00","3.00","3.00","427.00","0.013","0.089","19.04","64.28","0.00"
"2023/03/04 00:29","26.00","2.00","3.00","5.00","427.00","0.012","0.090","19.00","64.28","0.00"
"2023/03/04 00:30","26.00","3.00","3.00","5.00","427.00","0.012","0.090","19.02","64.38","0.00"
"2023/03/04 00:31","26.00","2.00","3.00","5.00","426.00","0.012","0.088","19.02","64.39","0.00"
"2023/03/04 00:32","26.00","2.00","3.00","4.00","428.00","0.012","0.089","19.02","64.38","0.00"
"2023/03/04 00:33","26.00","2.00","3.00","3.00","430.00","0.012","0.087","19.02","64.39","0.00"
"2023/03/04 00:34","26.00","2.00","3.00","3.00","429.00","0.012","0.088","19.00","64.31","0.00"
"2023/03/04 00:35","26.00","2.00","3.00","5.00","427.00","0.012","0.089","19.02","64.41","0.00"
"2023/03/04 00:36","26.00","3.00","3.00","4.00","427.00","0.012","0.096","19.00","64.40","0.00"
"2023/03/04 00:37","26.00","2.00","3.00","4.00","428.00","0.012","0.093","19.00","64.44","0.00"
"2023/03/04 00:38","26.00","2.00","3.00","4.00","429.00","0.012","0.091","19.00","64.45","0.00"
"2023/03/04 00:39","26.00","2.00","3.00","4.00","428.00","0.012","0.098","18.97","64.43","0.00"
"2023/03/04 00:40","26.00","3.00","3.00","4.00","429.00","0.012","0.098","18.99","64.49","0.00"
"2023/03/04 00:41","26.00","3.00","3.00","4.00","430.00","0.012","0.090","19.00","64.49","0.00"
"2023/03/04 00:42","26.00","2.00","3.00","4.00","429.00","0.012","0.091","18.99","64.46","0.00"
"2023/03/04 00:43","26.00","2.00","3.00","4.00","431.00","0.012","0.090","19.00","64.54","0.00"
